Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id
NAME,B25031_001E,B19001_001E,B01003_001E,B08141_016E,B19052_002E,C27021_001E,B23025_001E,B25041_001E,B25056_001E,B25061_001E,B25063_001E,B25065_001E,B25077_001E,B25085_001E,B25094_001E,B25104_001E,state,county
"Dakota County, Nebraska",735,7456,20317,19,6095,20104,15005,7820,2548,70,2548,1786600,114900,27,4908,7456,31,043
"Webster County, Nebraska",442,1519,3571,4,993,3489,2816,1913,341,26,341,118900,78300,62,1178,1519,31,181
"Antelope County, Nebraska",543,2675,6372,0,1906,6295,5078,3314,611,74,611,302300,80600,33,2064,2675,31,003
"Butler County, Nebraska",700,3377,8067,7,2493,7896,6438,4072,734,39,734,467100,112600,26,2643,3377,31,023
"Clay County, Nebraska",602,2574,6232,0,1855,6135,4888,3023,550,58,550,305500,88300,90,2024,2574,31,035
"Custer County, Nebraska",643,4846,10830,0,3526,10702,8564,5651,1476,101,1476,833800,94800,100,3370,4846,31,041
"Gage County, Nebraska",645,9160,21595,11,6416,21281,17341,10438,2883,336,2883,1813300,115500,18,6277,9160,31,067
"Hamilton County, Nebraska",741,3699,9178,0,2912,9041,7300,4104,709,58,709,489700,140400,105,2990,3699,31,081
"Kearney County, Nebraska",697,2682,6552,0,2024,6483,5125,2955,734,43,734,467800,140000,91,1948,2682,31,099
"Keith County, Nebraska",594,3844,8099,49,2626,8037,6658,5452,1132,70,1132,572600,114200,22,2712,3844,31,101
"Madison County, Nebraska",673,14254,35164,67,11247,34537,27089,15240,4890,218,4890,3216600,136900,116,9364,14254,31,119
"Perkins County, Nebraska",700,1225,2907,1,860,2872,2266,1446,274,19,274,187300,113100,15,951,1225,31,135
"Saunders County, Nebraska",747,8326,21024,5,6416,20752,16375,9594,1792,139,1792,1263000,161800,61,6534,8326,31,155
"Wayne County, Nebraska",690,3657,9367,0,3039,9335,7711,3894,1311,0,1311,994500,135900,27,2346,3657,31,179
"Keya Paha County, Nebraska",600,326,792,0,209,792,639,510,82,10,82,29800,71400,7,244,326,31,103
"Knox County, Nebraska",478,3674,8460,1,2662,8252,6713,4908,984,75,984,423500,89300,61,2690,3674,31,107
"Lincoln County, Nebraska",697,14985,35433,77,10871,35016,27814,16782,5205,278,5205,3626300,135700,114,9780,14985,31,111
"Pierce County, Nebraska",608,3026,7157,0,2286,7026,5609,3253,723,42,723,359100,116700,19,2303,3026,31,139
"Sioux County, Nebraska",608,579,1266,0,380,1266,1008,795,156,5,156,64200,113900,14,423,579,31,165
"Cass County, Nebraska",773,10005,25702,13,7802,25279,20159,11461,1849,158,1849,1452300,170700,147,8156,10005,31,025
"Dixon County, Nebraska",702,2311,5746,0,1730,5665,4464,2710,497,33,497,287700,90700,28,1814,2311,31,051
"Dundy County, Nebraska",477,865,2023,0,624,1984,1525,1130,256,10,256,64200,76300,21,609,865,31,057
"Greeley County, Nebraska",579,1034,2410,10,638,2384,1915,1310,208,38,208,106400,79100,29,826,1034,31,077
"Hall County, Nebraska",736,22870,61343,117,18475,60505,46402,24672,8668,437,8668,6291900,142300,237,14202,22870,31,079
"Otoe County, Nebraska",662,6452,15896,2,4785,15658,12495,7155,1803,67,1803,1187400,134700,81,4649,6452,31,131
"Red Willow County, Nebraska",618,4459,10806,0,3228,10542,8687,5312,1180,169,1180,696000,99600,117,3279,4459,31,145
"Dawes County, Nebraska",582,3623,8896,0,2672,8823,7508,4252,1280,249,1280,757400,120000,49,2343,3623,31,045
"Cheyenne County, Nebraska",727,4434,9852,0,3357,9754,7732,5011,1385,159,1385,978200,104900,52,3049,4434,31,033
"Dawson County, Nebraska",738,8997,23804,3,7239,23524,18083,10228,2900,121,2900,2060500,99200,140,6097,8997,31,047
"Valley County, Nebraska",595,1840,4224,0,1296,4172,3368,2302,475,98,475,299000,107800,27,1365,1840,31,175
"McPherson County, Nebraska",714,203,454,0,121,454,364,247,64,7,64,29000,119300,4,139,203,31,117
"Nance County, Nebraska",556,1546,3554,0,1078,3457,2854,1867,352,9,352,176100,78400,51,1194,1546,31,125
"Stanton County, Nebraska",853,2410,5992,0,1914,5938,4640,2683,409,11,409,305600,115100,34,2001,2410,31,167
"Harlan County, Nebraska",600,1521,3438,5,1040,3387,2772,2384,303,6,303,155000,88200,18,1218,1521,31,083
"Blaine County, Nebraska",675,218,480,1,167,480,383,325,73,0,73,14700,83900,3,145,218,31,009
"Buffalo County, Nebraska",776,19165,49030,68,15541,48477,38723,20292,6989,232,6989,5448000,165800,263,12176,19165,31,019
"Deuel County, Nebraska",626,824,1894,0,595,1875,1535,1040,200,18,200,99100,78200,25,624,824,31,049
"Hitchcock County, Nebraska",634,1209,2843,0,770,2804,2276,1739,327,13,327,144700,57800,21,882,1209,31,087
"Platte County, Nebraska",755,13000,33063,4,10219,32780,25518,13758,3640,106,3640,2738500,143900,77,9360,13000,31,141
"Thayer County, Nebraska",566,2283,5098,2,1666,4950,4081,2759,486,48,486,253000,66800,10,1797,2283,31,169
"Box Butte County, Nebraska",614,4801,11089,4,3378,10919,8596,5459,1619,135,1619,931300,120100,75,3182,4801,31,013
"Churchill County, Nevada",799,9819,24010,0,6834,23094,19017,10908,3363,292,3363,2597200,174100,101,6456,9819,32,001
"Douglas County, Nevada",1077,20579,47828,30,13299,47558,40551,24208,6203,139,6203,6751700,346500,303,14376,20579,32,005
"Pershing County, Nevada",644,1933,6611,17,1326,4701,5656,2479,510,95,510,328400,100800,49,1423,1933,32,027
"Esmeralda County, Nevada",565,454,981,0,275,976,794,949,190,75,190,77100,74000,12,264,454,32,009
"Humboldt County, Nevada",816,6271,16904,1051,5079,16688,12757,7493,1548,68,1548,1107700,173300,158,4723,6271,32,013
"Mineral County, Nevada",554,1938,4448,0,1179,4376,3755,2902,616,138,616,283600,85900,86,1322,1938,32,021
"White Pine County, Nevada",681,3529,9737,59,2539,8265,7907,4525,921,115,921,585100,151900,200,2608,3529,32,033
"Elko County, Nevada",933,17688,52252,3609,15000,51606,39395,21350,4895,935,4895,4178300,200800,306,12793,17688,32,007
"Lincoln County, Nevada",612,2041,5174,0,1154,4633,4434,2766,539,55,539,291200,134700,45,1502,2041,32,017
"Nye County, Nevada",806,18668,43705,186,9870,43244,37085,22339,5416,318,5416,4110500,139100,368,13252,18668,32,023
"Storey County, Nevada",729,1598,3941,27,1002,3899,3416,1923,200,0,200,135900,222900,73,1398,1598,32,029
"Washoe County, Nevada",1000,177632,450486,3882,135004,447876,362418,193956,74540,4535,74540,79316100,299400,2561,103092,177632,32,031
"Clark County, Nevada",1088,767954,2141574,36868,584920,2117691,1692284,888556,359907,42149,359907,403446300,238300,13801,408047,767954,32,003
"Carson City, Nevada",895,22461,54467,95,15645,52450,44658,23821,9950,365,9950,9495900,242200,155,12511,22461,32,510
"Lyon County, Nevada",976,20528,53155,82,14030,52889,42956,23170,6004,273,6004,5403900,183900,610,14524,20528,32,019
"Cheshire County, New Hampshire",946,30319,76263,118,22476,75502,64173,35451,9150,375,9150,8742300,190600,562,21169,30319,33,005
"Merrimack County, New Hampshire",1024,57843,149452,240,43959,145891,124014,64675,16446,916,16446,16414700,232100,751,41397,57843,33,013
"Grafton County, New Hampshire",922,34752,89811,554,25569,88832,76790,52586,10780,878,10780,10330300,220400,643,23972,34752,33,009
"Rockingham County, New Hampshire",1191,120147,305129,1371,96520,302730,252426,131195,27570,1300,27570,33924100,310200,1292,92577,120147,33,015
"Belknap County, New Hampshire",942,24739,60640,23,17601,59876,50699,38334,5712,368,5712,5519300,222300,316,19027,24739,33,001
"Sullivan County, New Hampshire",935,17740,43125,75,13079,42621,35744,22609,4765,360,4765,4276800,174000,279,12975,17740,33,019
"Hillsborough County, New Hampshire",1154,159200,411087,1921,126892,406704,335710,170155,54201,3072,54201,63033200,265000,1252,104999,159200,33,011
"Strafford County, New Hampshire",1047,48548,128237,1156,37627,126907,106617,53502,16361,1319,16361,17656400,226600,658,32187,48548,33,017
"Coos County, New Hampshire",720,13720,32038,19,9169,29809,27423,21526,3991,330,3991,2735300,124900,328,9729,13720,33,007
"Carroll County, New Hampshire",937,21070,47840,14,13655,47371,41221,40922,4344,191,4344,3778600,236500,451,16726,21070,33,003
"Monmouth County, New Jersey",1372,233874,623387,25253,179828,619534,506127,261139,61552,3096,61552,86299500,408400,4028,172322,233874,34,025
"Sussex County, New Jersey",1260,53361,142298,1270,42252,141186,117248,62371,9354,913,9354,11744300,266000,1692,44007,53361,34,037
"Cumberland County, New Jersey",1028,50608,153400,971,36890,141856,121197,56429,18006,859,18006,17833200,162500,651,32602,50608,34,011
"Essex County, New Jersey",1143,282502,793555,78107,217022,781825,624970,316136,157629,12563,157629,181132400,372600,4511,124873,282502,34,013
"Ocean County, New Jersey",1422,225270,591939,4458,149751,586854,466075,282075,45091,1735,45091,61796400,272900,4475,180179,225270,34,029
"Gloucester County, New Jersey",1186,104587,290852,3132,82298,289683,233759,113024,20742,2018,20742,24770200,216700,1424,83845,104587,34,015
"Salem County, New Jersey",1016,23908,63336,258,17214,62167,51320,27644,7055,584,7055,6918700,185300,905,16853,23908,34,033
"Passaic County, New Jersey",1273,163670,504041,19997,126543,500479,396321,177032,77002,3276,77002,94632500,336600,1789,86668,163670,34,031
"Camden County, New Jersey",1051,187158,507367,17745,141662,501770,404141,206013,62318,3983,62318,66487300,195800,2537,124840,187158,34,007
"Bergen County, New Jersey",1454,338249,929999,70800,268875,923738,755651,356654,120368,5211,120368,183948900,459200,4037,217881,338249,34,003
"Warren County, New Jersey",1099,41350,106293,641,31787,105433,87696,45443,11627,541,11627,12321000,260000,988,29723,41350,34,041
"Hudson County, New Jersey",1340,255429,668631,145011,207345,664118,544263,279662,175047,11197,175047,258877300,364100,3257,80382,255429,34,017
"Burlington County, New Jersey",1299,165496,446367,7847,130584,432010,362926,178772,40141,2951,40141,53318300,247600,2312,125355,165496,34,005
"Morris County, New Jersey",1476,180896,494383,13893,145657,490337,401885,192378,46296,3096,46296,71241400,448800,2403,134600,180896,34,027
"Rio Arriba County, New Mexico",621,,39307,,,39092,,20044,2850,428,2850,1530100,164800,478,9548,12398,35,039
"San Miguel County, New Mexico",657,11292,28034,36,6163,27441,23439,15904,3251,322,3251,1758600,127200,372,8041,11292,35,047
"Torrance County, New Mexico",815,5664,15595,0,3192,15134,12766,8036,945,118,945,524800,112600,212,4719,5664,35,057
"Otero County, New Mexico",814,23391,65745,183,16061,60523,51975,31673,8111,1092,8111,6448600,108300,905,15280,23391,35,035
"Cibola County, New Mexico",658,8939,26978,21,6061,25527,21435,11343,2700,204,2700,1461000,86800,238,6239,8939,35,006
"Guadalupe County, New Mexico",373,1404,4382,0,577,3703,3691,2689,486,12,486,148100,85400,17,918,1404,35,019
"Catron County, New Mexico",1150,1381,3539,0,445,3530,3190,3893,105,20,105,61000,161800,216,1276,1381,35,003
"Grant County, New Mexico",689,12003,28061,69,7137,27607,22788,15013,3567,262,3567,2232600,126700,305,8436,12003,35,017
"Luna County, New Mexico",531,9025,24264,48,5269,23890,18484,11240,3565,345,3565,1823200,84500,200,5460,9025,35,029
"McKinley County, New Mexico",663,20295,72849,178,13320,72507,53940,26219,5869,684,5869,3174400,64500,164,14426,20295,35,031
"Taos County, New Mexico",719,12127,32888,176,7014,32709,27470,20809,2969,1235,2969,2023400,236600,272,9158,12127,35,055
"Colfax County, New Mexico",594,5678,12353,0,3395,11816,10287,10244,1764,555,1764,915000,107400,277,3914,5678,35,007
"Eddy County, New Mexico",905,21264,57437,139,16561,56799,43952,24274,6207,523,6207,4897100,148300,316,15057,21264,35,015
"Mora County, New Mexico",670,1535,4563,0,738,4563,3751,2761,380,42,380,180800,103300,49,1155,1535,35,033
"Quay County, New Mexico",531,3060,8373,0,1485,8323,6602,5677,1114,56,1114,493400,72200,30,1946,3060,35,037
"Lincoln County, New Mexico",691,7815,19482,7,4132,19313,16493,18078,1798,910,1798,1097800,206600,867,6017,7815,35,027
"Lea County, New Mexico",857,22114,70126,48,17403,68127,51075,26250,7141,1233,7141,5490600,123900,297,14973,22114,35,025
"Santa Fe County, New Mexico",1016,61972,148917,832,41590,147297,124499,72928,18400,1636,18400,18827100,282600,979,43572,61972,35,049
"Sierra County, New Mexico",537,5377,11135,5,2356,10881,9533,8511,1295,346,1295,662900,111900,397,4082,5377,35,051
"Socorro County, New Mexico",641,4550,17000,6,2503,16894,13390,8200,1199,485,1199,781300,97200,258,3351,4550,35,053
"Do�a Ana County, New Mexico",744,77453,215338,441,54465,211873,167514,87096,29580,3046,29580,22342800,141700,1476,47873,77453,35,013
"Schoharie County, New York",792,12559,31364,164,8533,31286,26508,17506,3144,231,3144,2283800,143500,281,9415,12559,36,095
"Onondaga County, New York",852,185624,464242,6029,135648,459222,376244,207567,65276,7596,65276,56608700,142300,2506,120348,185624,36,067
"Clinton County, New York",796,31395,80794,191,22205,76283,67919,36459,10131,483,10131,7816700,132000,464,21264,31395,36,019
"Seneca County, New York",761,13522,34612,63,9633,31836,28558,16336,3519,206,3519,2555800,101400,206,10003,13522,36,099
"Putnam County, New York",1387,34847,99070,4052,27497,98561,81721,38605,6129,336,6129,8581000,356300,472,28718,34847,36,079
"Franklin County, New York",702,19088,50692,188,12515,45937,41826,25650,5259,278,5259,3364000,105500,411,13829,19088,36,033
"Ontario County, New York",875,44286,109472,297,31900,108574,89648,50412,11647,1205,11647,10562800,160000,561,32639,44286,36,069
"Queens County, New York",1520,779234,2298513,562089,608961,2283272,1881732,855716,431495,15742,431495,634964100,504900,9416,347739,779234,36,081
"Steuben County, New York",692,40183,96927,151,27688,95781,78331,49462,11342,804,11342,7816600,98200,595,28841,40183,36,101
"Hamilton County, New York",761,1124,4575,4,728,4550,4023,8914,161,9,161,94400,164900,78,963,1124,36,041
"Washington County, New York",848,24009,61828,278,16894,58820,51390,29461,6502,391,6502,5368200,145900,378,17507,24009,36,115
"Chautauqua County, New York",649,52572,129656,138,34999,127138,106146,67514,15770,1530,15770,10228200,86300,1069,36802,52572,36,013
"Kings County, New York",1374,950856,2600747,725998,716613,2588145,2061526,1035746,665526,29727,665526,941324000,665300,9617,285330,950856,36,047
"New York County, New York",1682,758133,1632480,519055,563602,1621687,1419185,874237,575184,36010,575184,1037314100,944600,10193,182949,758133,36,061
"Tioga County, New York",736,20045,49045,136,14185,48665,39894,22486,4618,403,4618,3358100,117100,279,15427,20045,36,107
"Cayuga County, New York",747,31251,77868,216,22347,74300,64367,36947,9062,752,9062,6670000,123000,486,22189,31251,36,011
"Orleans County, New York",723,16333,41175,112,11831,38540,34052,18570,3987,189,3987,2758400,95600,247,12346,16333,36,073
"Saratoga County, New York",1090,93876,227377,918,72410,224396,186630,104895,26493,1623,26493,30303400,251200,1101,67383,93876,36,091
"Rockland County, New York",1463,100005,323686,12234,79381,321618,243191,105911,31324,1748,31324,46600200,434000,1262,68681,100005,36,087
"Columbia County, New York",931,25243,60919,644,17652,59273,51451,33386,7042,353,7042,6186300,231100,757,18201,25243,36,021
"Lewis County, New York",733,10242,26719,31,7164,26366,21154,15605,2131,233,2131,1566600,120000,183,8111,10242,36,049
"Niagara County, New York",692,88211,211704,905,61237,209648,174356,100301,25339,4758,25339,17476200,119300,3618,62872,88211,36,063
"Westchester County, New York",1493,347332,968815,105831,267559,956399,778474,373942,134443,8126,134443,202614800,528300,5575,212889,347332,36,119
"Delaware County, New York",696,19030,45502,218,11966,45062,38904,31565,4898,454,4898,3198100,136300,400,14132,19030,36,025
"Essex County, New York",802,15425,37751,81,10563,35351,32344,26183,3762,332,3762,2943900,151900,609,11663,15425,36,031
"Montgomery County, New York",749,19665,49426,190,13642,48655,39377,23493,6290,567,6290,4400300,101000,403,13375,19665,36,057
"Nassau County, New York",1738,445517,1356564,112909,350959,1346651,1098579,471835,86216,4945,86216,145197700,474800,8721,359301,445517,36,059
"Richmond County, New York",1282,166152,474101,61852,122801,469981,382147,179871,50313,3919,50313,62080800,478600,3682,115839,166152,36,085
"Schuyler County, New York",730,7304,17992,63,4846,17804,14948,9736,1620,225,1620,1114100,121300,85,5684,7304,36,097
"Tompkins County, New York",1107,39326,102962,3056,29815,102106,89418,43048,17577,1420,17577,20462600,199400,440,21749,39326,36,109
"Chenango County, New York",667,20616,48348,50,14231,47740,39486,25448,5246,404,5246,3316100,97000,764,15370,20616,36,017
"Cortland County, New York",764,17685,48123,84,13381,47652,39880,20766,5975,667,5975,4748600,118100,239,11710,17685,36,023
"Jefferson County, New York",979,43267,114448,212,32508,102603,89445,59801,19159,2130,19159,17998300,149500,1392,24108,43267,36,045
"Oneida County, New York",755,90014,230782,971,62462,223217,187123,105102,29718,2710,29718,22548000,123100,1610,60296,90014,36,065
"Suffolk County, New York",1698,487981,1487901,46072,377994,1474764,1206115,575162,97084,7422,97084,157122700,386800,8549,390897,487981,36,103
"Wyoming County, New York",640,15815,40565,94,11265,37721,33373,18156,3744,116,3744,2178100,112200,184,12071,15815,36,121
"Chemung County, New York",805,34373,85740,667,23963,82378,69181,38797,11024,1088,11024,8907800,106500,436,23349,34373,36,015
"Oswego County, New York",763,46032,119104,394,32949,118412,96871,54409,12528,987,12528,9385900,102000,829,33504,46032,36,075
"Otsego County, New York",833,23556,60244,427,16152,59581,51668,31224,6382,634,6382,5404900,144000,319,17174,23556,36,077
"Wayne County, New York",757,36504,90856,140,26223,89965,73471,41637,8781,542,8781,6286300,121700,614,27723,36504,36,117
"Albany County, New York",993,126008,307426,9102,95412,303585,257077,140830,54755,3921,54755,55350000,218100,1671,71253,126008,36,001
"Broome County, New York",766,78594,194402,2666,54058,191590,161174,90830,27267,3101,27267,21819400,115600,1354,51327,78594,36,007
"Erie County, New York",804,387847,919866,15869,278022,908252,754647,427147,136609,7813,136609,112459300,146500,3755,251238,387847,36,029
"Madison County, New York",771,26026,71359,112,18555,70843,59311,32209,6061,523,6061,4296200,131800,974,19965,26026,36,053
"Sullivan County, New York",876,27890,75211,630,19224,73075,61202,50457,9018,1258,9018,7587500,169500,995,18872,27890,36,105
"Mitchell County, North Carolina",591,6361,15040,0,3833,14928,12634,8812,1252,164,1252,749400,150100,170,5109,6361,37,121
"Genesee County, New York",746,23681,58112,55,17479,57637,47724,25750,6480,435,6480,4530700,117600,501,17201,23681,36,037
"Orange County, New York",1223,126776,378227,9448,98687,369400,292565,142360,40510,2388,40510,50403300,263700,3324,86266,126776,36,071
"Greene County, North Carolina",668,7259,21008,0,5030,18693,17121,8316,2129,117,2129,1173900,85900,130,5130,7259,37,079
"Chowan County, North Carolina",751,5984,14205,34,3642,13943,11660,7301,1840,114,1840,1320700,124700,160,4144,5984,37,041
"Caldwell County, North Carolina",643,32594,81779,10,21984,80953,66952,37950,9352,518,9352,5719300,115700,368,23242,32594,37,027
"Catawba County, North Carolina",724,61099,156729,144,44849,155210,125800,68693,18682,1464,18682,13008100,141900,918,42417,61099,37,035
"Craven County, North Carolina",878,40871,103082,23,28746,95269,82691,46911,15327,1241,15327,13007500,158300,995,25544,40871,37,049
"Edgecombe County, North Carolina",677,21371,53332,149,14530,52689,42632,24945,8684,660,8684,5500300,85200,398,12687,21371,37,065
"Harnett County, North Carolina",864,45086,130361,90,33679,124420,99012,51230,16009,1499,16009,14100500,148400,1025,29077,45086,37,085
"Henderson County, North Carolina",823,48281,113625,77,30724,112521,94241,56939,13279,710,13279,11610500,203400,857,35002,48281,37,089
"Hyde County, North Carolina",801,1769,5393,18,1187,4764,4332,3249,565,251,565,422100,108300,129,1204,1769,37,095
"Mecklenburg County, North Carolina",1099,403546,1054314,16196,334206,1049025,827113,435795,175647,14258,175647,197358600,219800,4440,227899,403546,37,119
"Northampton County, North Carolina",701,8628,20186,14,5038,19359,16884,11670,2671,125,2671,1504800,83100,157,5957,8628,37,131
"Rowan County, North Carolina",758,52301,139605,112,37295,137263,112028,61329,16178,1308,16178,11192900,130700,1206,36123,52301,37,159
"Vance County, North Carolina",687,16854,44482,0,11048,44050,35120,20117,6793,210,6793,4202100,97700,222,10061,16854,37,181
"Currituck County, North Carolina",1107,10148,25796,29,7836,25369,20662,15557,1764,799,1764,1852600,251800,249,8384,10148,37,053
