Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,Median Value 18,Value Increase Index(17-18)
547,5984,17206,15,4272,17064,12791,6922,1480,111,1480,633400.0,75400,89,4504,5984,143900,1.0
611,2061,5194,11,1386,5136,4300,2911,347,77,347,158700.0,71000,192,1714,2061,66800,0.0
594,8820,22495,44,6303,22138,18733,10494,3350,218,3350,1757900.0,95000,549,5470,8820,120100,1.0
567,4566,10994,0,2805,10901,8629,5821,1738,192,1738,840300.0,74300,92,2828,4566,174100,1.0
529,6584,16777,14,4143,16483,13462,7994,2162,250,2162,909700.0,77100,68,4422,6584,346500,1.0
492,3328,7420,0,2027,7346,6081,4450,1274,70,1274,503000.0,54500,40,2054,3328,100800,1.0
539,8058,20212,46,4852,20081,16095,10111,1908,141,1908,892700.0,87100,196,6150,8058,74000,0.0
627,8185,20954,20,5070,20821,16514,9783,2382,180,2382,1149000.0,98700,305,5803,8185,173300,1.0
542,10016,24378,79,6297,23997,19393,13095,3282,286,3282,1651900.0,67900,697,6734,10016,85900,1.0
474,3152,7898,20,1741,7835,6506,4684,469,42,469,135500.0,91600,110,2683,3152,151900,1.0
660,7692,18352,0,5294,18112,14747,9454,2870,300,2870,1428000.0,80300,105,4822,7692,200800,1.0
543,5300,12494,0,3407,12333,10024,6494,1609,234,1609,740300.0,72400,20,3691,5300,134700,1.0
764,26281,71568,54,20379,69999,54782,28811,8285,553,8285,5998600.0,135100,638,17996,26281,139100,0.0
592,10832,27782,0,6684,27564,22240,13649,2434,489,2434,1336000.0,121100,325,8398,10832,222900,1.0
710,17020,43760,25,11782,42566,34525,19515,6218,682,6218,4049500.0,108500,213,10802,17020,299400,1.0
739,3638,9017,0,1974,8784,7506,5250,983,39,983,598700.0,143100,258,2655,3638,238300,1.0
934,79261,267390,1077,59177,264519,196540,84488,38055,1679,38055,34443800.0,196200,1225,41206,79261,242200,1.0
914,26327,64095,195,14638,63433,52552,35747,8965,624,8965,8048200.0,182000,1006,17362,26327,183900,0.0
869,7434,17658,84,4322,17489,15105,10378,2175,416,2175,1705000.0,259500,587,5259,7434,190600,0.0
923,25880,74644,255,18291,72464,55880,28225,10817,578,10817,10651200.0,207100,308,15063,25880,232100,1.0
1600,389597,1123678,53523,300275,1118246,892650,409117,134396,4649,134396,215922400.0,522300,3828,255201,389597,220400,0.0
875,8026,18195,95,5280,17785,14908,9526,2917,166,2917,2497100.0,243100,103,5109,8026,310200,1.0
942,9441,31470,40,6215,21739,26937,12749,3211,313,3211,2901500.0,177500,320,6230,9441,222300,1.0
1049,171324,535684,1584,128838,532471,405302,180755,73534,3458,73534,76801500.0,244100,2123,97790,171324,174000,0.0
1496,144015,442996,6355,110488,435899,354581,155339,68707,2892,68707,106174700.0,509400,1137,75308,144015,265000,0.0
1456,190058,500943,4433,136018,496690,410495,207908,75450,2809,75450,108702600.0,513300,1533,114608,190058,226600,0.0
812,23712,63247,52,15328,62714,49743,27359,7778,625,7778,6079200.0,191400,314,15934,23712,124900,0.0
805,45198,179957,446,33312,170512,133703,57198,19691,1167,19691,15900100.0,167700,636,25507,45198,236500,1.0
1103,4899,14058,1521,3673,13968,11575,14041,2149,1275,2149,2073400.0,311700,238,2750,4899,408400,1.0
1369,17440,58671,127,14229,58511,44971,18328,6337,233,6337,8486700.0,459700,264,11103,17440,266000,0.0
1547,569070,1629615,109009,454539,1619367,1321464,596898,267403,8833,267403,421565300.0,649100,3841,301667,569070,162500,0.0
1122,532050,1495400,17390,398151,1480422,1174131,564349,236774,12953,236774,272307000.0,299900,6020,295276,532050,372600,1.0
1122,68084,185015,1377,45891,183777,152022,89286,16136,1045,16136,18827300.0,405900,962,51948,68084,272900,0.0
1541,49044,141005,908,36405,139208,114589,55456,18090,1026,18090,27581200.0,560500,526,30954,49044,216700,0.0
1467,1111739,3283665,46480,861251,3186685,2636785,1195868,522595,26626,522595,801432200.0,484900,10109,589144,1111739,185300,0.0
1338,125939,433168,2025,97416,416786,330852,140548,62066,3774,62066,86469500.0,441000,1462,63873,125939,336600,0.0
1709,358772,864263,166603,274219,859959,759471,390376,224960,8679,224960,398247200.0,927400,4234,133812,358772,195800,0.0
919,1208,2885,0,638,2858,2490,2388,245,2,245,267200.0,157100,55,963,1208,459200,1.0
877,135144,458809,1064,102724,454868,330467,146712,59169,2651,59169,52266000.0,180200,1631,75975,135144,260000,1.0
1204,72845,212605,3578,55337,211123,172147,76916,35036,1315,35036,42771200.0,370800,715,37809,72845,364100,0.0
914,53966,135490,998,35577,134525,111972,62583,23466,1236,23466,22738700.0,285800,865,30500,53966,247600,0.0
1217,40386,98838,483,24470,97938,83915,53393,10411,621,10411,12417600.0,379800,783,29975,40386,448800,1.0
1083,304,1203,0,143,1203,995,1742,51,56,51,62200.0,343800,45,253,304,164800,0.0
980,44458,154440,241,31454,146644,116711,50090,16757,879,16757,15591600.0,220400,740,27701,44458,127200,0.0
1048,34182,87497,72,21079,86720,70894,40851,13952,703,13952,13639400.0,338000,336,20230,34182,112600,0.0
1552,95536,273263,3298,70506,271860,225234,105586,38544,1202,38544,59197500.0,659900,574,56992,95536,108300,0.0
803,5462,13037,0,2801,12863,11217,8814,1704,52,1704,1274500.0,286500,266,3758,5462,86800,0.0
1322,3295198,10105722,291330,2553371,10038224,8102402,3506903,1782834,75793,1782834,2499952900.0,495800,25460,1512364,3295198,85400,0.0
1251,711724,2355002,12345,524104,2333253,1813707,826704,248936,17114,248936,321315000.0,304500,12990,462788,711724,161800,0.0
1182,623642,2121220,12242,481655,2070914,1614336,711900,254313,16015,254313,307394900.0,280200,10485,369329,623642,126700,0.0
1955,630451,1911226,40662,518813,1902184,1523304,658409,271587,12405,271587,533990400.0,829600,3175,358864,630451,84500,0.0
1863,104846,260814,12429,74585,256100,213034,112606,37550,1304,37550,70755500.0,908800,764,67296,104846,64500,0.0
1398,138564,374985,2042,97422,372281,299851,159667,40411,2787,40411,57892000.0,413300,1965,98153,138564,236600,0.0
829,19018,43530,82,10894,43402,35786,24055,6561,262,6561,5263700.0,176600,388,12457,19018,107400,0.0
966,70486,178919,416,44840,177505,144794,78211,26391,948,26391,26377400.0,233500,947,44095,70486,148300,0.0
1407,147352,434981,5667,113060,422306,347462,155973,58971,3021,58971,83399600.0,342000,1060,88381,147352,103300,0.0
826,9683,27442,47,5873,24226,22188,11364,3687,148,3687,2949000.0,185900,290,5996,9683,72200,0.0
896,7047,21479,27,5082,21299,16168,7990,2526,152,2526,2183900.0,223600,99,4521,7047,206600,0.0
775,9936,27935,39,6469,27636,21374,10962,4212,87,4212,3088100.0,214600,46,5724,9936,123900,0.0
970,86167,225207,901,56254,222635,184969,98119,35323,4500,35323,35697000.0,238200,1231,50844,86167,282600,1.0
918,42349,150183,350,33526,132483,113303,45364,20424,855,20424,18925500.0,185600,536,21925,42349,111900,0.0
840,8287,18724,4,4617,18571,16042,15740,2271,260,2271,1828800.0,228900,365,6016,8287,97200,0.0
1326,105044,280119,1677,73123,273626,235225,120182,41992,1637,41992,57182000.0,499800,1627,63052,105044,141700,0.0
931,301824,971616,4593,229435,960471,721274,326213,141823,7394,141823,135978500.0,220600,2998,160001,301824,143500,0.0
933,264993,878744,2759,199857,850055,648709,293548,113429,7359,113429,110485200.0,190600,4251,151564,264993,142300,0.0
1693,1024976,3155816,32342,809946,3139021,2524230,1081701,436425,18836,436425,749999800.0,620500,9311,588551,1024976,132000,0.0
1643,270046,847834,4689,209601,841387,669012,285997,99368,4046,99368,162299000.0,520300,2368,170678,270046,101400,0.0
1195,17812,45057,159,9532,44675,38241,28169,3881,347,3881,4334200.0,273400,856,13931,17812,356300,1.0
980,32188,95583,269,23893,94357,73233,34204,13831,594,13831,13947300.0,234500,396,18357,32188,105500,0.0
1973,261796,763450,41148,209456,759448,618505,275109,105396,4140,105396,212251500.0,917700,1857,156400,261796,160000,0.0
961,22267,53899,107,12946,50891,46043,31433,6809,447,6809,6316300.0,273500,757,15458,22267,504900,1.0
1100,223808,724153,4302,170306,715502,546782,239253,99074,5635,99074,112500900.0,281100,2838,124734,223808,98200,0.0
1056,14185,37306,16,8007,33587,32280,18259,3264,390,3264,3324600.0,278600,499,10921,14185,164900,0.0
614,1568,3628,0,784,3628,3039,2788,449,65,449,176900.0,114200,17,1119,1568,145900,1.0
1172,162508,487850,9197,136790,484371,366838,169275,57282,3305,57282,67624500.0,241900,1565,105226,162508,86300,0.0
533,2992,8147,1,1784,8109,6163,4381,656,30,656,282000.0,113100,20,2336,2992,665300,1.0
660,2093,4505,0,1035,4492,3872,4394,379,122,379,246600.0,248300,200,1714,2093,944600,1.0
1574,113799,320940,3241,98049,319951,241613,118044,23368,1490,23368,38159800.0,407100,1212,90431,113799,117100,0.0
1370,17765,53726,1792,15712,53658,42899,31912,5256,811,5256,7047300.0,471100,445,12509,17765,123000,0.0
889,3324,7481,63,2676,7426,6389,4686,1410,89,1410,1171500.0,197600,45,1914,3324,95600,0.0
1090,21818,54469,321,16654,54008,45268,27087,6938,757,6938,7688900.0,356700,545,14880,21818,251200,0.0
732,5103,13056,67,3984,12930,10092,6267,1540,318,1540,1201700.0,169200,173,3563,5103,434000,1.0
1241,7340,17747,1582,5869,17692,15294,13574,2583,1051,2583,3404500.0,593600,144,4757,7340,231100,0.0
586,4750,11430,25,3203,11236,9130,6724,1607,89,1607,856700.0,143000,119,3143,4750,120000,0.0
613,776,2127,0,552,2086,1520,921,206,11,206,85700.0,90000,9,570,776,119300,1.0
669,1760,5806,0,1050,3880,4999,2252,659,22,659,371000.0,77700,117,1101,1760,528300,1.0
827,1215,5514,0,863,4246,4874,1587,317,49,317,233800.0,79700,30,898,1215,136300,1.0
826,707,1736,0,444,1736,1382,1422,143,13,143,75800.0,122000,27,564,707,151900,1.0
1069,255,569,0,168,569,491,718,84,70,84,94400.0,269400,26,171,255,101000,0.0
706,597,1372,0,449,1367,1097,1312,177,37,177,63100.0,171300,37,420,597,474800,1.0
1140,130502,330976,2138,102188,328531,271565,142642,45876,1930,45876,53311600.0,306600,1246,84626,130502,478600,1.0
712,8151,21885,15,5865,21357,17771,9067,3099,291,3099,2431600.0,148700,180,5052,8151,121300,0.0
774,10520,25770,7,7221,25595,20547,12245,3135,132,3135,2197600.0,197900,234,7385,10520,199400,0.0
1160,3301,7804,561,2575,7778,6504,6763,1327,449,1327,1739700.0,485000,109,1974,3301,97000,0.0
1057,10076,23769,43,7463,23535,20019,13003,1942,207,1942,2030700.0,261100,421,8134,10076,118100,0.0
705,4053,10109,5,2845,9967,7662,4489,1539,55,1539,895500.0,148800,55,2514,4053,149500,0.0
1334,125026,316782,7812,99770,314665,261334,132801,47211,2469,47211,65575300.0,423500,833,77815,125026,123100,0.0
1029,8866,24553,8,7317,24469,19736,9325,901,23,901,1008100.0,380000,131,7965,8866,386800,0.0
702,6327,14151,22,4153,13582,11856,8532,2158,347,2158,1347700.0,145900,137,4169,6327,112200,0.0
781,1477,5520,0,935,3517,4563,1903,456,65,456,347500.0,132100,11,1021,1477,106500,0.0
810,4374,9257,25,3178,9149,7947,5756,997,9,997,916400.0,317000,28,3377,4374,102000,0.0
1166,9478,24359,437,7503,24223,20454,16598,3007,1542,3007,3443000.0,460600,339,6471,9478,144000,0.0
1343,9455,29722,1162,7475,29644,25507,30652,3168,617,3168,4386900.0,547700,315,6287,9455,121700,0.0
675,6049,16345,0,4103,15903,12743,6867,2606,291,2606,1693800.0,152900,12,3443,6049,218100,1.0
847,12119,30217,7,7014,29167,24779,14724,3511,437,3511,2717600.0,206200,251,8608,12119,115600,0.0
786,16762,46601,35,10655,35935,39920,19630,4206,331,4206,3051500.0,160000,313,12556,16762,146500,0.0
788,63489,163368,659,42945,159796,129896,70618,23383,1397,23383,18588200.0,148000,958,40106,63489,131800,0.0
838,16951,40908,47,10879,40539,32743,18716,5223,331,5223,4138600.0,202500,419,11728,16951,169500,0.0
780,10599,28123,12,8051,27764,21526,11651,3790,306,3790,2842500.0,162900,101,6809,10599,150100,0.0
1098,7389,16900,129,5650,16780,14452,14341,1383,5,1383,1485500.0,262300,196,6006,7389,117600,0.0
633,2626,6338,20,1544,6320,5076,4020,771,66,771,424400.0,150100,93,1855,2626,263700,1.0
907,60562,148798,217,44201,147646,119449,65251,20008,646,20008,18383900.0,207900,825,40554,60562,85900,0.0
677,4913,12084,1,3495,11900,9359,5968,1713,174,1713,1167500.0,94400,102,3200,4913,124700,1.0
700,368,820,0,260,820,704,1439,111,35,111,65600.0,325400,44,257,368,115700,0.0
1070,249745,674826,2581,200254,642935,525197,265305,91774,5153,91774,102429200.0,238200,2589,157971,249745,141900,0.0
678,2012,4809,16,1445,4521,3862,2397,579,34,579,320300.0,120300,65,1433,2012,158300,1.0
1013,5724,14793,235,4500,14734,12526,16515,1777,741,1777,1745200.0,285000,281,3947,5724,85200,0.0
1218,235263,626612,14403,194537,620873,491145,246011,87883,4730,87883,110435800.0,292900,1877,147380,235263,148400,0.0
703,7490,18325,0,4732,18138,14563,8975,2677,403,2677,1753200.0,91800,52,4813,7490,203400,1.0
634,1696,4327,0,1261,4253,3347,1930,544,26,544,311600.0,132600,73,1152,1696,108300,0.0
904,5553,12592,8,3618,12489,10610,9121,1477,261,1477,1395700.0,274000,301,4076,5553,219800,0.0
1131,287262,678467,24466,228655,672437,551538,306714,143388,9075,143388,170103200.0,322900,2174,143874,287262,83100,0.0
619,576,1368,3,382,1343,1047,800,138,31,138,71800.0,83200,24,438,576,130700,1.0
634,3173,6498,18,1656,6348,5517,5210,891,13,891,497800.0,137400,203,2282,3173,97700,0.0
540,1603,3581,0,1098,3479,2946,2257,455,77,455,194600.0,79800,34,1148,1603,251800,1.0
805,7900,18818,22,5206,17649,16260,10630,1809,209,1809,1442300.0,313200,282,6091,7900,229200,0.0
1044,2603,5793,37,2125,5744,4816,3575,530,27,530,562300.0,301700,102,2073,2603,154500,0.0
743,2995,7846,27,2233,7123,6226,3548,902,117,902,552800.0,130200,71,2093,2995,126200,0.0
1169,21055,57945,1127,17447,57305,44622,23735,7146,463,7146,8455600.0,323800,338,13909,21055,90000,0.0
908,6495,16215,279,5258,16170,13689,11766,2683,596,2683,2455400.0,313900,219,3812,6495,287600,0.0
1205,227805,564029,9806,179831,557612,461843,236666,66531,2706,66531,82536600.0,334100,1936,161274,227805,95000,0.0
638,404,834,0,266,834,756,1297,59,21,59,38400.0,279000,30,345,404,121300,0.0
1101,2204,4653,0,1504,4653,4057,3215,674,68,674,704300.0,420600,65,1530,2204,80900,0.0
731,2417,6557,17,1828,6445,5133,3372,750,237,750,536400.0,201000,90,1667,2417,144000,0.0
534,998,2357,8,653,2327,1897,1297,288,57,288,168600.0,91500,28,710,998,119200,1.0
955,99817,285729,760,81011,283372,217015,104147,28366,1391,28366,27234000.0,245000,889,71451,99817,88400,0.0
1100,327402,862127,16823,243012,851682,706271,365546,123365,12895,123365,133767700.0,244400,5477,204037,327402,180400,0.0
995,74605,184454,1311,55646,183145,153976,88068,17275,957,17275,16932600.0,250100,1418,57330,74605,154500,0.0
1044,348871,897417,14321,263308,883429,729072,377840,123493,11043,123493,125041900.0,235300,5292,225378,348871,169900,0.0
869,44529,116674,291,33605,114975,95788,49577,13387,1110,13387,11352700.0,196800,699,31142,44529,212300,1.0
1071,107193,270772,1999,81999,258628,222909,122599,35746,2409,35746,37376400.0,238900,2243,71447,107193,120800,0.0
1132,66599,164110,1361,50551,162181,137456,75938,17511,1674,17511,18898000.0,283700,1624,49088,66599,111400,0.0
1093,54878,151596,1287,43531,148725,127926,59099,15168,1310,15168,16734200.0,247500,741,39710,54878,128600,0.0
1439,337678,947328,47981,263020,938998,754693,369044,109012,7958,109012,159859300.0,417800,6504,228666,337678,85000,0.0
1059,60607,166778,49,44816,157339,133938,69166,15571,1887,15571,15897100.0,170500,1258,45036,60607,210300,1.0
1490,25938,64283,1229,21355,63952,50529,26909,8631,462,8631,12617300.0,356500,92,17307,25938,165900,0.0
1104,202654,555036,10437,157390,546567,447504,221003,64036,6795,64036,70662200.0,248100,4076,138618,202654,132500,0.0
992,86322,215551,658,57685,212852,178417,132980,17974,1505,17974,16153000.0,242900,2318,68348,86322,136500,0.0
1030,63381,173145,880,47661,169720,136783,69506,19249,1181,19249,19249200.0,205800,1403,44132,63381,162400,0.0
1057,140255,363542,1128,85940,360684,302121,183774,40155,6269,40155,44389100.0,197200,4586,100100,140255,192300,0.0
778,62488,141373,71,30268,139310,122938,78825,11932,1294,11932,9311800.0,117400,2274,50556,62488,210200,1.0
691,15806,39713,5,9175,39408,32461,20327,3958,420,3958,2275400.0,88700,360,11848,15806,74600,0.0
755,8299,27537,0,5974,25058,21516,9838,1860,84,1860,1146600.0,121100,127,6439,8299,134100,1.0
972,209885,518660,2114,130458,513218,436792,258019,64186,5508,64186,62797100.0,149900,5861,145699,209885,265800,1.0
968,112373,285890,2197,89924,282509,238314,127813,53232,5330,53232,53487500.0,187400,1658,59141,112373,149800,0.0
1271,675828,1890416,25095,514737,1878890,1531882,818382,255048,26539,255048,339816800.0,223400,16659,420780,675828,265900,1.0
654,6743,18518,0,3882,16500,15366,8571,1637,349,1637,867800.0,87200,198,5106,6743,113900,1.0
1507,30198,76745,722,20945,74716,66559,53378,12474,4029,12474,18633900.0,429000,1125,17724,30198,156800,0.0
928,117836,309924,821,84578,294389,251993,139751,46045,7826,46045,41994900.0,126700,1756,71791,117836,88700,0.0
933,72234,179144,112,40812,177193,149770,85726,16047,1551,16047,14351300.0,120600,2267,56187,72234,117100,0.0
1040,505845,1351087,9110,391032,1339107,1074256,563638,212702,18261,212702,228482000.0,179500,9040,293143,505845,199900,1.0
1060,76574,197591,245,57100,185509,157905,95651,28112,2222,28112,29884700.0,198700,1082,48462,76574,152500,0.0
621,7406,22350,0,4898,18413,18551,11047,1537,461,1537,700500.0,84900,315,5869,7406,128300,1.0
840,11075,31586,0,8420,28013,25878,13185,2172,142,2172,1585400.0,133700,384,8903,11075,95700,0.0
699,8558,24472,5,5259,22045,20202,10839,1809,154,1809,1026500.0,102700,235,6749,8558,114800,1.0
991,347783,912043,7836,266274,892880,726124,399736,147116,16179,147116,146540400.0,156200,9407,200667,347783,160800,0.0
755,8980,26775,6,5834,23490,21920,11021,2599,61,2599,1756800.0,90500,183,6381,8980,153900,1.0
971,227223,568183,1360,147620,563561,475860,274602,63658,10110,63658,63254300.0,162400,4296,163565,227223,292500,1.0
1088,71939,203291,99,55362,200260,160699,78815,18411,840,18411,19421400.0,165300,1201,53528,71939,88800,0.0
645,2193,8684,4,1311,7127,7126,3226,412,105,412,228300.0,101400,82,1781,2193,125800,1.0
979,127441,326215,330,79371,322861,269018,151295,33797,3314,33797,34124000.0,155100,4044,93644,127441,150600,0.0
1084,30454,78435,30,21018,77522,64591,37177,6766,575,6766,7374600.0,203500,608,23688,30454,116400,0.0
1007,406871,949842,7226,267326,938695,808886,506468,141243,14097,141243,148215100.0,167100,12701,265628,406871,109100,0.0
913,226604,652256,1286,151317,643984,521280,288797,71901,6764,71901,65798600.0,121100,6493,154703,226604,172700,1.0
1088,110043,298763,563,70009,296498,244813,138923,30563,4230,30563,32430000.0,150700,2911,79480,110043,87000,0.0
729,4297,13197,6,2054,11921,11187,6985,1074,147,1074,755000.0,80100,211,3223,4297,209300,1.0
746,12098,39064,757,8757,38293,29594,14670,4183,201,4183,2745700.0,79700,199,7915,12098,138300,1.0
928,57911,147981,129,32483,146713,125409,78469,13997,4330,13997,13864800.0,172600,2130,43914,57911,233700,1.0
650,17041,48571,8,10414,40961,40587,21060,5099,427,5099,2767300.0,94900,244,11942,17041,121900,1.0
1264,543591,1426772,11982,364697,1414266,1181503,678673,170914,18613,170914,222240100.0,242500,14996,372677,543591,84500,0.0
1207,83744,226578,88,61312,224907,182905,100322,19239,1863,19239,23396500.0,274600,1525,64505,83744,86100,0.0
1143,161371,449260,1763,125498,446400,364534,186869,55255,7944,55255,63994400.0,201900,3141,106116,161371,147800,0.0
1195,858289,2702602,64634,646001,2676045,2213272,1008908,410278,34654,410278,503273800.0,242800,15343,448011,858289,114500,0.0
966,68667,180117,917,50033,175626,145705,101437,25786,10763,25786,25273700.0,166400,1535,42881,68667,167900,0.0
1118,39433,105015,98,21995,104651,88729,50279,9064,412,9064,9705500.0,188400,1087,30369,39433,256000,1.0
719,4327,11675,17,2598,10009,9942,8645,1145,482,1145,754800.0,135300,164,3182,4327,181600,1.0
908,5295,16018,0,3412,13612,13839,9372,1342,362,1342,1070200.0,151400,421,3953,5295,104900,0.0
576,4551,14238,7,2826,10897,11831,5795,1197,246,1197,584700.0,73500,98,3354,4551,98600,1.0
578,2325,8347,136,1512,6919,7059,3522,574,104,574,254400.0,62400,64,1751,2325,77700,1.0
1129,96250,325168,1850,75300,323420,253747,139796,38110,3485,38110,42843700.0,164500,2405,58140,96250,89700,0.0
831,52360,116754,55,16920,107584,109138,66983,5167,1715,5167,4514300.0,239800,2130,47193,52360,78300,0.0
936,25449,63457,48,17218,61322,51774,49446,7328,2781,7328,6801600.0,203100,483,18121,25449,111000,0.0
684,17310,46113,0,11105,43233,36811,19680,5151,344,5151,2899800.0,101300,173,12159,17310,103200,0.0
656,7019,19483,15,4069,17661,16053,8671,1523,153,1523,728100.0,92400,85,5496,7019,199800,1.0
809,5702,14085,0,3900,11547,12059,6680,1288,117,1288,687700.0,131700,72,4414,5702,211500,1.0
